id,lang,text,edit_history_tweet_ids,created_at,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2032156362071781564,en,FLRT is now available exclusively at Hy-Vee. https://t.co/TNWjo4GTCD,['2032156362071781564'],2026-03-12T18:06:47.000Z,2032156362071781564,0,2,10,1,1,3712,,cpgwire
2031751149074755644,en,"PepsiCo wants a slice of the fast-growing meat sticks category with Good Warrior, its newest brand.

Each stick delivers 10g of protein, 100 calories, and 0 sugar. Good Warrior is launching with two flavors: Original and Jalapeno Pepper.

The new line will begin rolling out https://t.co/Rmbrrkm1U8",['2031751149074755644'],2026-03-11T15:16:36.000Z,2031751149074755644,3,1,21,2,6,12784,,cpgwire
2031734397628506225,en,"Coefficient Capital, a leading growth equity firm that bets on transformational consumer shifts, secured $290M for Fund II and $240M for its Apex Fund.

Since its founding in 2018, Coefficient has backed more than 20 consumer brands. Their prior investments include:

- Lemme
- https://t.co/d09mXjD69S",['2031734397628506225'],2026-03-11T14:10:02.000Z,2031734397628506225,0,0,10,0,5,2141,,cpgwire
2031511130368029016,zxx,https://t.co/XoDmDfvdDZ,['2031511130368029016'],2026-03-10T23:22:51.000Z,2031510961228521808,0,0,0,0,0,465,1429526427754549248,cpgwire
2031510961228521808,en,"London-based fragrance brand Perfumer H secured a $4.5M investment from Elixir 1 and ILYOS Capital.

Elixir 1 is led by former Aesop CEO Michael O'Keeffe, while ILYOS is led by former Aesop GM Thomas Buisson.

Founded in 2015 by Lyn Harris, Perfumer H focuses on unconventional https://t.co/CD0zlPPDbZ",['2031510961228521808'],2026-03-10T23:22:11.000Z,2031510961228521808,1,5,11,0,8,1680,,cpgwire
2031413511901872196,de,"Another big distribution win for Grüns.

Grüns is now available chainwide at Costco U.S. https://t.co/gvIElvu1zt",['2031413511901872196'],2026-03-10T16:54:57.000Z,2031413511901872196,0,2,26,0,3,3486,,cpgwire
2031367754763121011,zxx,https://t.co/GUKQAoMMZm,['2031367754763121011'],2026-03-10T13:53:08.000Z,2031367622135042345,0,0,0,0,0,489,1429526427754549248,cpgwire
2031367622135042345,en,"Super Lyte, the new RTD cocktail brand from the creators of Surfside, officially launches in over 20 states today.

Super Lyte is an RTD vodka cocktail line that's uncarbonated and 4.5% ABV.

Surfside is the fastest-growing alcohol brand in the U.S. by a good margin. https://t.co/jYM1PZ9M7o",['2031367622135042345'],2026-03-10T13:52:36.000Z,2031367622135042345,1,2,11,0,3,2093,,cpgwire
2031032924615680023,en,"Japanese confectionery firm Morinaga is acquiring My/Mochi for an undisclosed sum.

Purchased in 2020 by Michigan-based family office Lakeview Capital, My/Mochi is a vertically integrated producer of mochi ice cream and the largest mochi brand in the United States.

According to https://t.co/4voDnGzC7i",['2031032924615680023'],2026-03-09T15:42:38.000Z,2031032924615680023,1,1,18,1,7,5598,,cpgwire
2031023146967433487,zxx,https://t.co/zMaC87c1Mi,['2031023146967433487'],2026-03-09T15:03:47.000Z,2031023074800279834,0,0,0,0,0,479,1429526427754549248,cpgwire
2031023074800279834,en,"After co-founding Casamigos and selling the business for $1 billion in 2017, George Clooney, Rande Gerber and Mike Meldman are back with Crazy Mountain, a premium non-alc beer brand.

Crazy Mountain launched today with two lager-style brews: Original and Lime.

Crazy Mountain is https://t.co/PVI4ZKOZCq",['2031023074800279834'],2026-03-09T15:03:30.000Z,2031023074800279834,1,3,39,0,5,6167,,cpgwire
2029994723944100323,en,GoodPop tested the demand for this kind of product with a limited-edition SmartSweets collab last summer. https://t.co/Ge1yalTOmX,['2029994723944100323'],2026-03-06T18:57:12.000Z,2029994045687353574,0,0,1,0,1,330,1429526427754549248,cpgwire
2029994045687353574,en,"The Fruit Riot Effect.

In addition to its brand refresh, better-for-you popsicle company GoodPop unveiled a sour candy-inspired fruit pop line at Expo West. https://t.co/Zfwp4nBXcR",['2029994045687353574'],2026-03-06T18:54:30.000Z,2029994045687353574,1,3,17,0,3,1800,,cpgwire
2029753212987928730,en,"Bachan's is following the Mike's Hot Honey licensing playbook after announcing a partnership with Top Ramen on three flavors.

The Marzetti Company agreed to acquire Bachan's for $400M in February. https://t.co/aT7LzoJJMg https://t.co/ymVGmzT7un",['2029753212987928730'],2026-03-06T02:57:31.000Z,2029753212987928730,3,1,24,0,7,4530,,cpgwire
2029579653963530298,en,"Unilever Ventures just invested in NOVOS Labs, a New York-based longevity specialist.

Founded in 2019 by Chris Mirabile, NOVOS leverages the best available science and data to create nutraceuticals that can extend human lifespan.

NOVOS’ flagship product, NOVOS Core, took two https://t.co/5ou6lhW5sX",['2029579653963530298'],2026-03-05T15:27:51.000Z,2029579653963530298,2,0,19,1,9,2491,,cpgwire
2029565474049331695,en,"SPAM and Bachan's just dropped a limited-edition collab.

The new variety will hit shelves nationwide at Walmart starting on March 7th. https://t.co/RIlq0d3kqo",['2029565474049331695'],2026-03-05T14:31:31.000Z,2029565474049331695,0,2,12,1,1,5951,,cpgwire
2029381036615057811,en,"High-performance baby care brand Freestyle closed a $10M Series A round led by Silas Capital.

ECP Growth also participated in the round alongside existing investors Mucker Capital, Adapt Ventures, and Superangel.

Founded by Russ Wallace and Mike Constantiner, Freestyle https://t.co/5zsfKtAbWw",['2029381036615057811'],2026-03-05T02:18:37.000Z,2029381036615057811,1,0,15,2,2,3088,,cpgwire
2029257174527164508,en,"Vital Proteins is doubling down on RTDs after releasing its Collagen &amp; Protein Shake line last year.

The Nestle-owned collagen brand just announced Vital Proteins Collagen Sparkling Water at Expo West. Three flavors are available:

🍊 Blood Orange
🍓 Strawberry Blossom
🍋 Lemon https://t.co/fkcODxWSn1",['2029257174527164508'],2026-03-04T18:06:26.000Z,2029257174527164508,0,4,16,1,6,4596,,cpgwire
2029216183363514611,en,"Nestlé is reportedly selling the retail arm of Blue Bottle Coffee for around $400M.

The buyer is Centurium Capital Partners which owns Luckin Coffee, a Chinese coffee chain with 30,000 stores.

Nestlé will retain Blue Bottle's CPG division (RTDs, instant coffee, etc). 

Nestlé https://t.co/m3UQJZCVtR",['2029216183363514611'],2026-03-04T15:23:33.000Z,2029216183363514611,4,2,42,4,10,18653,,cpgwire
2028998860987875758,en,"SmartSweets is launching a better-for-you version of Welch's Fruit Snacks at Expo West.

The product is free of synthetic dyes, artificial sweeteners, and high-fructose corn syrup.

This is a clever play for SmartSweets.

BFY candy has proven to be a difficult category — a lot of https://t.co/cNBAWawTFx",['2028998860987875758'],2026-03-04T01:00:00.000Z,2028998860987875758,0,4,29,1,3,6846,,cpgwire
2028950060072092152,en,"Bulletproof expanded its Enhanced Coffee range with Coffee + Creatine:

- 5g of creatine monohydrate
- Toxin-tested Arabica beans 
- 250mg of electrolytes https://t.co/N5SPIfImXb",['2028950060072092152'],2026-03-03T21:46:05.000Z,2028950060072092152,0,2,18,0,2,1699,,cpgwire
2028911369152860473,en,"Better-for-you candy brand Harken Sweets secured fresh funding from Selva Ventures ahead of its nationwide launch at Kroger.

Founded by former CauliPower COO Katie Lefkowitz, Harken Sweets is growing fast and will be in 7500+ doors by end of year.

Selva Ventures has been on a https://t.co/P96BMEHUNS",['2028911369152860473'],2026-03-03T19:12:20.000Z,2028911369152860473,1,2,19,0,2,2003,,cpgwire
